#FOODID	VVKAJ101	VVKAJ108	VVKAJ110	VVKAJ106	VVKAJ103	VVKAJ102	VVKAJ104	VVKAJ109	VVKAJ105	VVKAJ107	taxonomy
Egg omelet or scrambled egg with cheese and meat made with oil	0	0	0	0	258	0	0	0	0	0	L1_Eggs;L2_Egg_mixtures;Egg_omelet_or_scrambled_egg_with_cheese_and_meat_made_with_oil
Egg omelet or scrambled egg with cheese and vegetables other than dark green andor tomatoes fat added in cooking	0	279	0	0	246	0	0	0	0	0	L1_Eggs;L2_Egg_mixtures;Egg_omelet_or_scrambled_egg_with_cheese_and_vegetables_other_than_dark_green_andor_tomatoes_fat_added_in_cooking
White beans dry cooked fat not added in cooking	0	0	0	22.5	0	0	0	0	0	0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;White_beans_dry_cooked_fat_not_added_in_cooking
Soybeans cooked fat not added in cooking	0	0	135	0	0	0	0	0	45	0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;Soybeans_cooked_fat_not_added_in_cooking
Refried beans	0	0	0	0	0	126.5	0	0	0	63.25	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;Refried_beans
Falafel	0	0	0	8.5	0	0	0	0	0	0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;Falafel
Chickpeas dry cooked fat not added in cooking	0	0	0	0	0	33.75	0	0	0	112.5	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;Chickpeas_dry_cooked_fat_not_added_in_cooking
Lentils dry cooked fat not added in cooking	0	0	0	45	0	0	0	0	0	0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;Lentils_dry_cooked_fat_not_added_in_cooking
Soybean curd	120	0	182	0	0	0	0	0	0	0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;Soybean_curd
Soy sauce	0	0	66.2415	0	0	0	0	0	19.62585	0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;Soy_sauce
Soybean curd deep fried	0	0	28.35	0	0	0	0	0	0	0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;Soybean_curd_deep_fried
Soybean soup miso broth	0	0	1080	0	240	0	0	0	1080	0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;Soybean_soup_miso_broth
Vegetarian burger or patty meatless no bun	0	0	0	70	0	211	0	0	0	0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;Vegetarian_burger_or_patty_meatless_no_bun
Vegetarian chili made with meat substitute 	0	0	0	381	0	0	0	0	0	0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;Vegetarian_chili_made_with_meat_substitute_
Tofu and vegetables including carrots broccoli andor dark green leafy vegetables no potatoes with soy based sauce mixture 	0	217	0	0	0	0	0	0	434	0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;Tofu_and_vegetables_including_carrots_broccoli_andor_dark_green_leafy_vegetables_no_potatoes_with_soy_based_sauce_mixture_
Cashew nuts roasted assume salted 	0	0	0	7.5	0	0	0	0	0	0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Nuts_nut_butters_and_nut_mixtures;Cashew_nuts_roasted_assume_salted_
Mixed nuts NFS	13.3125	0	0	0	0	13.3125	0	0	0	13.3125	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Nuts_nut_butters_and_nut_mixtures;Mixed_nuts_NFS
Peanuts roasted without salt	0	0	0	0	18.25	0	0	0	0	0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Nuts_nut_butters_and_nut_mixtures;Peanuts_roasted_without_salt
Peanut butter	0	0	0	40	0	0	0	0	0	0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Nuts_nut_butters_and_nut_mixtures;Peanut_butter
Peanut sauce	0	42.5625	0	0	0	0	0	0	0	0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Nuts_nut_butters_and_nut_mixtures;Peanut_sauce
Coconut water canned or bottled	0	0	0	0	0	0	0	0	0	360	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Nuts_nut_butters_and_nut_mixtures;Coconut_water_canned_or_bottled
Nut mixture with dried fruit and seeds	50	0	0	0	0	0	0	0	0	0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Nuts_nut_butters_and_nut_mixtures;Nut_mixture_with_dried_fruit_and_seeds
Sunflower seeds hulled roasted salted	0	0	0	0	11.5	0	0	0	0	0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Seeds_and_seed_mixtures;Sunflower_seeds_hulled_roasted_salted
Sesame seeds	8	0	0	0	0	0	0	0	0	0	L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Seeds_and_seed_mixtures;Sesame_seeds
Bread white	0	0	0	0	0	0	112	0	0	0	L1_Grain_Product;L2_Yeast;Bread_white
Bread pita	0	0	0	57	0	0	0	0	0	0	L1_Grain_Product;L2_Yeast;Bread_pita
Bread raisin	0	0	28	0	0	0	0	0	0	0	L1_Grain_Product;L2_Yeast;Bread_raisin
Croutons	0	0	0	0	0	10	0	0	0	0	L1_Grain_Product;L2_Yeast;Croutons
Bread whole wheat NS as to 100 toasted	0	0	0	0	0	39	0	0	0	0	L1_Grain_Product;L2_Yeast;Bread_whole_wheat_NS_as_to_100_toasted
Bread wheat or cracked wheat toasted	0	0	25	0	0	0	0	0	0	0	L1_Grain_Product;L2_Yeast;Bread_wheat_or_cracked_wheat_toasted
Bread pita whole wheat NS as to 100 	57	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Yeast;Bread_pita_whole_wheat_NS_as_to_100_
Bread rye toasted	0	0	0	0	0	0	0	58	0	0	L1_Grain_Product;L2_Yeast;Bread_rye_toasted
Bread multigrain toasted	39	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Yeast;Bread_multigrain_toasted
Tortilla corn	0	0	0	0	0	28	0	0	0	0	L1_Grain_Product;L2_Quick_breads;Tortilla_corn
Tortilla flour wheat 	0	0	0	0	0	0	45	0	0	71	L1_Grain_Product;L2_Quick_breads;Tortilla_flour_wheat_
Cookie brownie with icing or filling	0	0	0	0	0	0	0	195	0	0	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;Cookie_brownie_with_icing_or_filling
Cookie chocolate chip	0	0	0	0	0	0	45	0	0	0	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;Cookie_chocolate_chip
Cookie chocolate chip made from home recipe or purchased at a bakery	0	0	0	0	0	0	0	90	0	0	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;Cookie_chocolate_chip_made_from_home_recipe_or_purchased_at_a_bakery
Pie apple two crust	0	0	0	0	0	0	0	139.5	0	0	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;Pie_apple_two_crust
Pie lemon meringue	0	0	0	0	0	0	0	273.48	0	0	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;Pie_lemon_meringue
Granola bar nonfat	0	0	0	43	0	0	0	0	0	0	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;Granola_bar_nonfat
Rice cake cracker type	0	0	0	0	0	0	0	0	3	0	L1_Grain_Product;L2_Crackers_and_salty_snacks_from_grain;Rice_cake_cracker_type
Noodles chow mein	0	0	42	0	0	0	0	0	56	0	L1_Grain_Product;L2_Pastas_cooked_cereals_rice;Noodles_chow_mein
Spaghetti cooked whole wheat NS as to fat added in cooking	0	0	0	0	0	0	0	0	280	0	L1_Grain_Product;L2_Pastas_cooked_cereals_rice;Spaghetti_cooked_whole_wheat_NS_as_to_fat_added_in_cooking
Quinoa cooked fat not added in cooking	0	0	0	0	0	85	0	0	0	0	L1_Grain_Product;L2_Pastas_cooked_cereals_rice;Quinoa_cooked_fat_not_added_in_cooking
Rice cooked NFS	0	0	0	0	0	39.5	0	0	0	0	L1_Grain_Product;L2_Pastas_cooked_cereals_rice;Rice_cooked_NFS
Rice white cooked fat added in cooking made with oil	0	0	0	0	0	0	0	0	0	326	L1_Grain_Product;L2_Pastas_cooked_cereals_rice;Rice_white_cooked_fat_added_in_cooking_made_with_oil
Rice white cooked fat not added in cooking	0	0	474	0	0	0	0	0	711	0	L1_Grain_Product;L2_Pastas_cooked_cereals_rice;Rice_white_cooked_fat_not_added_in_cooking
Oat cereal NFS	0	0	0	0	0	0	0	0	0	41.25	L1_Grain_Product;L2_Cereals_not_cooked_or_NS_as_to_cooked;Oat_cereal_NFS
Great Grains Double Pecan Whole Grain Cereal Post	104	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Cereals_not_cooked_or_NS_as_to_cooked;Great_Grains_Double_Pecan_Whole_Grain_Cereal_Post
Muesli dried fruit and nuts formerly Muesli with raisins dates and almonds 	85	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Cereals_not_cooked_or_NS_as_to_cooked;Muesli_dried_fruit_and_nuts_formerly_Muesli_with_raisins_dates_and_almonds_
Oat Bran Flakes Health Valley	47	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Cereals_not_cooked_or_NS_as_to_cooked;Oat_Bran_Flakes_Health_Valley
Burrito taco or quesadilla with egg potato and breakfast meat	0	0	0	0	0	0	259	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;Burrito_taco_or_quesadilla_with_egg_potato_and_breakfast_meat
Burrito with beans and rice meatless	0	0	0	0	0	0	0	0	0	305	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;Burrito_with_beans_and_rice_meatless
Burrito with beans meatless from fast food	0	0	0	198	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;Burrito_with_beans_meatless_from_fast_food
Enchilada with beans green chile or enchilada sauce	396	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;Enchilada_with_beans_green_chile_or_enchilada_sauce
Pizza with pepperoni from restaurant or fast food thick crust	0	0	0	0	0	0	0	417	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;Pizza_with_pepperoni_from_restaurant_or_fast_food_thick_crust
Pizza with meat and vegetables thick crust	0	0	0	0	0	0	0	354	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;Pizza_with_meat_and_vegetables_thick_crust
Biscuit with gravy	0	0	0	0	0	0	0	442	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;Biscuit_with_gravy
Macaroni or noodles with cheese	0	0	0	0	0	0	230	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;Macaroni_or_noodles_with_cheese
Rice fried with pork	0	0	297	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;Rice_fried_with_pork
Rice with beans	0	0	0	0	0	0	0	0	0	239	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;Rice_with_beans
Rice white with other vegetables fat not added in cooking	0	0	86	0	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;Rice_white_with_other_vegetables_fat_not_added_in_cooking
Stuffed pepper with rice meatless	0	0	0	198	0	0	0	0	0	0	L1_Grain_Product;L2_Grain_mixtures_frozen_plate_meals_soups;Stuffed_pepper_with_rice_meatless
Orange juice canned bottled or in a carton	0	0	0	260.4	0	0	0	0	0	0	L1_Fruits;L2_Citrus_fruits_juices;Orange_juice_canned_bottled_or_in_a_carton
Apple raw	0	0	0	149	0	0	0	149	0	0	L1_Fruits;L2_Other_fruits;Apple_raw
Avocado raw	40	371.5	0	0	140.5	138.25	0	0	0	0	L1_Fruits;L2_Other_fruits;Avocado_raw
Banana raw	236	0	0	177	0	0	0	0	0	0	L1_Fruits;L2_Other_fruits;Banana_raw
Grapes raw NS as to type	113.25	0	0	0	0	0	0	0	0	0	L1_Fruits;L2_Other_fruits;Grapes_raw_NS_as_to_type
Plum pickled	0	0	0	0	0	0	0	0	28	0	L1_Fruits;L2_Other_fruits;Plum_pickled
Berries frozen NFS	98.5	98.5	0	0	0	0	0	0	0	0	L1_Fruits;L2_Other_fruits;Berries_frozen_NFS
Strawberries raw	114	0	0	0	0	0	76	0	0	114	L1_Fruits;L2_Other_fruits;Strawberries_raw
Strawberries frozen with sugar	0	0	0	0	0	0	0	0	0	255	L1_Fruits;L2_Other_fruits;Strawberries_frozen_with_sugar
Fruit salad fresh or raw excluding citrus fruits no dressing	0	0	65.625	0	0	0	43.75	0	0	0	L1_Fruits;L2_Other_fruits;Fruit_salad_fresh_or_raw_excluding_citrus_fruits_no_dressing
Fruit salad fresh or raw including citrus fruits no dressing	87.5	0	0	0	0	0	0	0	0	0	L1_Fruits;L2_Other_fruits;Fruit_salad_fresh_or_raw_including_citrus_fruits_no_dressing
Guacamole	0	0	0	0	0	0	0	45	0	0	L1_Fruits;L2_Other_fruits;Guacamole
Vinegar	0	0	0	0	0	0	0	0	4.992	0	L1_Fruits;L2_Fruit_juices_and_nectars_excluding_citrus;Vinegar
White potato chips reduced fat	0	0	0	0	0	0	0	28	0	0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;White_potato_chips_reduced_fat
Vegetable chips	0	28	0	0	0	0	0	0	0	0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;Vegetable_chips
White potato french fries NS as to from fresh or frozen	0	0	0	0	0	0	60	0	0	0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;White_potato_french_fries_NS_as_to_from_fresh_or_frozen
White potato french fries from frozen deep fried from fast food restaurant	0	0	0	0	0	0	145	0	0	0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;White_potato_french_fries_from_frozen_deep_fried_from_fast_food_restaurant
White potato stuffed baked peel eaten stuffed with cheese	0	0	0	0	0	0	0	315	0	0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;White_potato_stuffed_baked_peel_eaten_stuffed_with_cheese
Potato soup NS as to made with milk or water	0	0	0	0	0	488	0	0	0	0	L1_Vegetables;L2_White_potatoes_and_Puerto_Rican_starchy_vegetables;Potato_soup_NS_as_to_made_with_milk_or_water
Endive chicory escarole or romaine lettuce raw	0	39	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Darkgreen_vegetables;Endive_chicory_escarole_or_romaine_lettuce_raw
Spinach raw	78.75	0	0	0	0	29.1666666666667	0	0	0	0	L1_Vegetables;L2_Darkgreen_vegetables;Spinach_raw
Spinach cooked from fresh fat not added in cooking	0	0	22.5	0	0	0	0	0	0	0	L1_Vegetables;L2_Darkgreen_vegetables;Spinach_cooked_from_fresh_fat_not_added_in_cooking
Broccoli cooked NS as to form with cheese sauce	0	171	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Darkgreen_vegetables;Broccoli_cooked_NS_as_to_form_with_cheese_sauce
Carrots raw	20.625	3.4375	0	0	0	27.5	0	0	0	0	L1_Vegetables;L2_Deepyellow_vegetables;Carrots_raw
Sweet potato baked peel eaten fat not added in cooking	0	0	0	150	0	0	0	0	0	0	L1_Vegetables;L2_Deepyellow_vegetables;Sweet_potato_baked_peel_eaten_fat_not_added_in_cooking
Tomatoes raw	0	0	0	0	0	22.5	91	0	0	0	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;Tomatoes_raw
Tomatoes cooked from fresh NS as to method	0	0	0	60	0	0	0	0	0	0	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;Tomatoes_cooked_from_fresh_NS_as_to_method
Tomatoes red from fresh fried	0	0	0	0	0	707	0	0	0	0	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;Tomatoes_red_from_fresh_fried
Tomato catsup	0	0	0	0	0	0	30	10	0	0	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;Tomato_catsup
Salsa red commercially prepared	0	0	0	0	17.8	32	0	0	0	0	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;Salsa_red_commercially_prepared
Salsa verde or salsa green	0	0	0	0	0	0	0	0	0	30	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;Salsa_verde_or_salsa_green
Raw vegetable NFS	120	0	0	0	0	60	0	0	0	0	L1_Vegetables;L2_Other_vegetables;Raw_vegetable_NFS
Cabbage green raw	0	0	0	22.25	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;Cabbage_green_raw
Cabbage red raw	66.75	0	0	0	0	22.25	0	0	0	0	L1_Vegetables;L2_Other_vegetables;Cabbage_red_raw
Cauliflower raw	20.0625	0	0	0	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;Cauliflower_raw
Cilantro raw	4	0	0	0	0	0.3	0.3	0	0	0.3	L1_Vegetables;L2_Other_vegetables;Cilantro_raw
Cucumber raw	22.3125	0	0	59.5	0	0	0	0	0	0	L1_Vegetables;L2_Other_vegetables;Cucumber_raw
Lettuce raw	17.5	0	0	0	0	0	17.5	0	0	0	L1_Vegetables;L2_Other_vegetables;Lettuce_raw
Lettuce Boston raw	0	6.25	0	0	0	16.6666666666667	0	0	0	0	L1_Vegetables;L2_Other_vegetables;Lettuce_Boston_raw
Lettuce arugula raw	0	0	0	0	40	10	0	0	0	0	L1_Vegetables;L2_Other_vegetables;Lettuce_arugula_raw
Mixed salad greens raw	17.5	35	0	0	0	23.3333333333333	0	0	0	52.5	L1_Vegetables;L2_Other_vegetables;Mixed_salad_greens_raw
Pepper sweet green raw	27.9375	0	0	0	0	27.9375	0	0	0	0	L1_Vegetables;L2_Other_vegetables;Pepper_sweet_green_raw
Pepper sweet red raw	0	0	0	0	0	37.25	0	0	0	0	L1_Vegetables;L2_Other_vegetables;Pepper_sweet_red_raw
Pepper banana raw	0	62	0	0	0	93	0	0	0	0	L1_Vegetables;L2_Other_vegetables;Pepper_banana_raw
