"","User_Day_OccNo","UserName","RecallNo","Occ_No","FoodAmt","KCAL","PROT","TFAT","CARB","MOIS","ALC","CAFF","THEO","SUGR","FIBE","CALC","IRON","MAGN","PHOS","POTA","SODI","ZINC","COPP","SELE","VC","VB1","VB2","NIAC","VB6","FOLA","FA","FF","FDFE","VB12","VARA","RET","BCAR","ACAR","CRYP","LYCO","LZ","ATOC","VK","CHOLE","SFAT","S040","S060","S080","S100","S120","S140","S160","S180","MFAT","M161","M181","M201","M221","PFAT","P182","P183","P184","P204","P205","P225","P226","VITD","CHOLN","VITE_ADD","B12_ADD","F_TOTAL","F_CITMLB","F_OTHER","F_JUICE","V_TOTAL","V_DRKGR","V_REDOR_TOTAL","V_REDOR_TOMATO","V_REDOR_OTHER","V_STARCHY_TOTAL","V_STARCHY_POTATO","V_STARCHY_OTHER","V_OTHER","V_LEGUMES","G_TOTAL","G_WHOLE","G_REFINED","PF_TOTAL","PF_MPS_TOTAL","PF_MEAT","PF_CUREDMEAT","PF_ORGAN","PF_POULT","PF_SEAFD_HI","PF_SEAFD_LOW","PF_EGGS","PF_SOY","PF_NUTSDS","PF_LEGUMES","D_TOTAL","D_MILK","D_YOGURT","D_CHEESE","OILS","SOLID_FATS","ADD_SUGARS","A_DRINKS","Occ_Name","Occ_In_Words"
"11","VVKAJ101_3_1","VVKAJ101",3,1,963.5,756.025,28.08975,20.76025,122.7624,786.21395,0,30.24,3.36,76.8423,9.161,761.285,7.76535,146.1,770.165,1393.185,474.1,5.49115,0.417225,33.614,69.1245,0.787975,1.6149,8.658595,3.34823,690.885,601.8,89.085,1112.485,11.67575,353.195,351.205,44.495,5.95,0,0,249.79,8.9714,5,64.265,10.61859,0.46152,0.32409,0.2194,0.435525,0.513015,1.654585,4.7451,1.687835,6.488285,0.315505,5.853605,0.0017,0,1.88565,1.624065,0.260125,0,0,0,0,0,7.753,117.731,8.347,9.2565,1.1266,0.7866,0.34,0,0,0,0,0,0,0,0,0,0,0,1.751,1.598,0.153,0.187,0,0,0,0,0,0,0,0,0,0.187,0,2.39525,0.8885,1.50675,0,0.884,13.5923,6.4498,0,1,"Breakfast"
"12","VVKAJ101_3_2","VVKAJ101",3,2,531,535.33,13.0734,29.4254,60.8351,422.2253,0,0,0,13.3464,9.647,574.57,4.8442,87.78,291.15,639.61,1204.8,2.1674,0.47395,31.215,36.875,0.41378,0.2128,3.3319,0.4885,133.25,0,133.25,133.25,1.5557,573.62,153.72,4229.48,1598.4,3.6,0,885.81,3.7052,107.608,0,8.39831,0,0.03172,0.4026,0.32239,2.54433,1.02156,2.85741,1.05869,10.24979,0.12357,10.03892,0.0768,0,9.37494,8.46998,0.90079,0,0.00114,0,0,0,2.44,55.68,0,1.5372,0.0135,0,0,0.0135,0.985,0.2775,0.3005,0,0.3005,0,0,0,0.407,0.135,2.6562,2.6562,0,0.549,0,0,0,0,0,0,0,0,0,0.549,0.54,0,0,0,0,20.7645,5.2057,1.5324,0,3,"Lunch"
"13","VVKAJ101_3_3","VVKAJ101",3,3,50,226,5.42,13.4,25.54,4.395,0,0,0,17.495,3.15,29.5,1.085,55.5,149.5,262,65,0.98,0.324,18,0.45,0.063,0.095,2.0405,0.1315,25.5,0,25.5,25.5,0,0.5,0,5,0,0,0,27,2.75,3.85,0,1.8405,0,0,0.004,0.0055,0.0235,0.0155,1.0595,0.455,6.26,0.037,6.134,0.075,0.006,4.221,4.081,0.133,0,0.003,0,0,0,0,16.35,0,0,0.39,0.225,0.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.765,0,0,0,0,0,0,0,0,0,1.765,0,0,0,0,0,8.63,0,1.59,0,6,"Snack"
"14","VVKAJ101_3_4","VVKAJ101",3,4,88.0875,87.45,1.71565875,6.4949175,6.59431125,71.58645,0,0,0,4.135005,1.3205625,53.687625,0.93434625,28.696875,38.89875,276.89475,314.30325,0.28639875,0.321829125,0.986625,31.488225,0.0513,0.08989875,0.464947125,0.15237975,68.956875,0,68.956875,68.956875,0,184.39425,0,2197.7865,10.125,15.7755,4.704,4274.484375,1.33866,239.793375,0,0.9049095,0,0,0.029988,0.027342,0.000881,0.006472,0.57509475,0.214028,1.672587,0.007806,1.62538775,0.033222,0.002646,3.273081375,2.755183875,0.509256,0,0.002433,0,0,0,0,5.9527125,0,0,0,0,0,0,0.92120625,0.736875,0,0,0,0,0,0,0.18433125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.20928,0,0.75264,0,4,"Dinner"
"15","VVKAJ101_3_5","VVKAJ101",3,5,288,0,0,0,0,287.712,0,0,0,0,0,8.64,0,2.88,0,0,11.52,0.0288,0.0288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"Just a drink"
"16","VVKAJ102_1_1","VVKAJ102",1,1,415,736.9,14.9762,51.9266,57.6475,284.7225,0,0,0,10.1898,10.798,253.53,3.943,89.51,313.66,1087.04,736.42,2.1631,0.42367,27.349,35.782,0.45049,0.47269,5.99473,0.49478,137.97,30.3,110.7,159.18,0.2727,132.37,45.45,930.8,214.47,20.44,5054.04,560.56,7.4415,79.284,60.6,7.95761,0.02424,0.01818,0.01666,0.02472,0.02628,0.07926,5.93408,1.55287,23.67178,0.68624,22.78212,0.18019,0,17.76985,15.66156,2.04467,0,0.03186,0,0,0.00909,0.909,83.233,0,0,0,0,0,0,1.7763,0,1.2726,1.2726,0,0,0,0,0.5037,0,3.3702,1.5522,1.818,0.303,0,0,0,0,0,0,0,0.303,0,0,0,0.1515,0.1515,0,0,47.3297,1.212,0.4446,0,1,"Breakfast"
"17","VVKAJ102_1_2","VVKAJ102",1,2,562,302.46,10.8134,14.33,34.9882,496.4928,0,0,0,9.3285,10.362,547.7,4.3193,82.39,191.41,869.56,858.08,1.4608,0.39443,3.017,94.686,0.38148,0.2504,2.07381,0.57111,150.91,0,150.91,150.91,1.5372,131.98,104.92,276.87,90.27,9,9,330.75,8.7806,70.26,0,1.63764,0,0,0.05175,0.04725,0,0.00768,1.05948,0.38226,4.63263,0.02775,4.53963,0.05625,0.0045,6.52358,5.58029,0.93654,0,0.0045,0,0,0,2.44,41.532,6.8564,1.5372,0,0,0,0,1.4919,0,0,0,0,0,0,0,1.4919,0.4275,0,0,0,0.3416,0,0,0,0,0,0,0,0,0,0.3416,1.7325,0,0,0,0,12.1797,0,1.2825,0,3,"Lunch"
"18","VVKAJ102_1_3","VVKAJ102",1,3,728.475,395.7995,12.759655,14.132025,58.48029,637.78429,0,0,0,5.408045,12.743775,111.22375,3.4845475,104.985,300.64875,924.5145,948.0285,1.9672325,0.43474425,12.3947,49.010475,0.30598325,0.19112825,2.86034775,0.57198025,157.8415,21.725,136.1165,172.8515,0,46.26825,14.7415,343.5385,39.36725,39.2335,2519.085,449.58375,2.765855,43.920275,2.677,2.793165,0.039751,0.02483325,0.0150295,0.034285,0.03455225,0.108593,1.965711,0.5044365,6.31437875,0.25274175,6.01544075,0.0391355,0,4.1106515,3.5521885,0.5455905,0,0.00253,0,0,0,0.026425,56.722325,0,0,0,0,0,0,1.012335,0.00999,0.21275,0.21275,0,0.1288625,0,0.1288625,0.6607325,0.6578,1.6719,0,1.6719,0,0,0,0,0,0,0,0,0,0,0,2.61855,0,0,0,0,9.561645,1.2275775,0,0,4,"Dinner"
"19","VVKAJ102_1_4","VVKAJ102",1,4,252,5.04,0,0,1.7136,250.2864,0,50.4,5.04,0.8316,0,0,0.0504,7.56,2.52,93.24,7.56,0.0504,0.0252,0,0,0,0.03528,0,0,12.6,0,12.6,12.6,0,0,0,0,0,0,0,0,0,0,0,0.00504,0,0,0,0,0,0,0.00252,0,0.00252,0,0,0,0,0.01008,0.00252,0.00756,0,0,0,0,0,0,1.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"Just a drink"
"20","VVKAJ102_2_1","VVKAJ102",2,1,829.5,934.93,28.483,35.01895,131.84435,621.4686,0,0,0,17.96155,16.657,307.01,8.0414,192.765,600.97,3036.37,1788.065,3.2632,0.839615,29.071,68.5705,2.354035,0.60147,10.379315,1.79397,264.845,20.2,246.665,278.985,1.5888,89.54,30.3,622.415,131.3,0,3369.36,344.46,4.54385,56.065,43.9,5.70909,0.01616,0.01212,0.0794,0.07484,0.05254,0.134475,3.840415,1.260935,13.523555,0.14582,13.22194,0.133295,0,13.631065,12.048895,1.489325,0,0.0209,0,0,0.00606,0.606,123.579,0,1.407,0,0,0,0,5.1344,0,0.8484,0.8484,0,3.32,3.32,0,0.966,0,1.212,0,1.212,1.868,0,0,0,0,0,0,0,0.202,1.666,0,0,0.101,0.101,0,0,29.5757,0.808,0,0,1,"Breakfast"
"21","VVKAJ102_2_2","VVKAJ102",2,2,748.7,358.985,11.25963,13.5512,49.81916,668.80295,0,22.68,2.52,30.8429,6.732,761.494,3.294,75.774,246.48,893.129,733.037,1.55754,0.291558,5.8524,15.39,0.3477,0.444054,1.38585,0.30159,107.562,0,107.562,107.562,2.38581,700.881,192.381,5046.54,2122.2,6,6.6,374.1,8.50062,49.122,10.08,3.221435,0.07056,0.056885,0.127665,0.129415,0.38081,0.381855,1.420895,0.57367,4.389936,0.041712,4.292124,0.0375,0.003,4.615332,3.946812,0.66402,0,0.003,0,0,0,4.379,47.532,7.19922,1.80621,0,0,0,0,0.96,0,0.48,0,0.48,0,0,0,0.48,0.285,0,0,0,0.35868,0,0,0,0,0,0,0,0,0,0.35868,1.155,0.4788,0.4788,0,0,8.70906,2.3228,4.8936,0,3,"Lunch"
"22","VVKAJ102_2_3","VVKAJ102",2,3,279.86666667,215.080666667,6.509363334,8.327376667,30.85898,230.99053666,0,0,0,6.488428334,7.861666667,76.263333333,2.845175001,98.303000004,195.979,756.83666667,319.32116667,1.587328333,0.296716334,3.342783334,73.179916667,0.208040667,0.267224333,1.995162167,0.465056667,161.771,0,161.771,161.771,0,474.90283334,0,5115.8656667,972.618333333,192.745,4.725,3314.0983333,3.223068333,166.11725,0,1.143046,0,0,0.000365,0,0.000223,0.003324667,1.048429667,0.063075,4.289814167,0.258727,3.959314667,0.040473,0.023097,2.201082,1.9184875,0.259409333,0,0.003067,0,0,0.01275,0,41.16385,0,0,0,0,0,0,1.688666667,0.618666667,0.529175,0,0.529175,0,0,0,0.540825,0,1.0285,1.0285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78536,0,0.32046,0,4,"Dinner"
"23","VVKAJ102_3_1","VVKAJ102",3,1,1188,1283.09,40.2984,61.2785,149.2046,922.2067,0,0,0,14.6192,20.499,399.3,10.4203,248.95,766.26,3552.59,2058.06,4.2596,1.03779,44.894,74.14,4.24604,0.793,14.07384,2.13437,362.01,20.2,343.83,376.15,3.0159,91.35,30.3,635.01,131.3,0,3369.36,362.84,7.2578,85.982,47.45,9.7172,0.01616,0.01212,0.14969,0.13345,0.07966,0.21399,6.5349,2.15496,23.91849,0.24111,23.39848,0.23658,0,24.0426,21.28365,2.60497,0,0.02161,0,0,0.00606,0.606,143.17,0,2.8341,0,0,0,0,5.526,0,0.8484,0.8484,0,4.029,4.029,0,0.6486,0,1.212,0,1.212,3.5578,0,0,0,0,0,0,0,0.202,3.3558,0,0,0.101,0.101,0,0,53.261,0.808,0,0,1,"Breakfast"
"24","VVKAJ102_3_2","VVKAJ102",3,2,139.4,223.200625,7.09259625,14.49331125,18.769905,96.4513875,0,0,0,6.58981125,4.9366875,82.658875,2.17997125,67.139375,140.970625,419.4235,433.581375,1.18181125,0.48117475,11.928875,43.08385,0.117271875,0.120825625,1.631504625,0.242511,122.065625,0,122.065625,122.065625,0,139.112375,0,1657.140875,12.616875,12.668625,4.704,3006.656875,2.3437225,180.748125,0,2.012362,0,0,0.032517375,0.029871375,0.016419625,0.015317,1.237975375,0.44879,5.637570125,0.0281755,5.513957875,0.081013875,0.00610725,5.465103875,4.858878875,0.59459975,0,0.003573,0,0,0,0,28.0623375,0,0,0,0,0,0,0.97313125,0.74125,0,0,0,0,0,0,0.23188125,0.192375,0,0,0,0.93853125,0,0,0,0,0,0,0,0,0,0.93853125,0.772875,0,0,0,0,10.87797375,0,0.75264,0,3,"Lunch"
"25","VVKAJ102_3_3","VVKAJ102",3,3,722,327.94,11.504,11.762,43.8668,647.6144,0,0,0,10.201,3.916,218.08,1.4092,57.08,257.04,681.94,1794.34,1.3036,0.54736,15.232,0.488,0.20764,0.35346,2.55388,0.16334,22.42,6.5,15.92,27.02,0.6868,113.82,113.82,15.24,0,0,0,19.14,0.2688,3.688,18.38,5.38094,0.302,0.15468,0.09452,0.16066,0.16714,0.63444,2.5822,1.1603,3.93924,0.13038,3.68822,0.02352,0.00048,1.66272,1.47358,0.14476,0,0.01344,0.00032,0.00208,0.00064,1.496,48.524,0,0,0,0,0,0,0.5856,0,0,0,0,0.5856,0.5856,0,0,0,0.393,0,0.393,0.2016,0.2016,0,0.2016,0,0,0,0,0,0,0,0,0.6066,0.488,0,0.014,1.45,8.463,0.048,0,1,"Breakfast"
"26","VVKAJ103_1_1","VVKAJ103",1,1,162,273.84,14.4396,21.785,5.6202,117.3394,0,0,0,2.1916,2.68,98.74,1.989,27.46,248.94,377,495.68,1.6834,0.15286,32.002,4,0.07194,0.54366,0.79768,0.27482,69,0,69,69,0.8906,228.5,224.48,37,9.6,19.74,0,612.26,2.0602,9.254,390.4,8.0118,0.25132,0.15616,0.10044,0.2013,0.20008,0.61854,4.77548,1.61658,9.2449,0.55248,8.62108,0.04416,0,2.88946,2.44348,0.1293,0,0.18788,0,0.00732,0.05856,2.44,261.636,0,0,0,0,0,0,0.276,0,0,0,0,0,0,0,0.276,0,0,0,0,2.0008,0,0,0,0,0,0,0,2.0008,0,0,0,0.122,0.122,0,0,5.264,10.4554,0,0,1,"Breakfast"
"27","VVKAJ103_1_2","VVKAJ103",1,2,11.5,66.125,2.1965,5.65915,2.7347,0.13685,0,0,0,0.3105,1.265,7.935,0.4324,14.605,131.215,96.6,53.245,0.60145,0.208035,9.016,0.161,0.012075,0.027945,0.80017,0.09131,26.91,0,26.91,26.91,0,0,0,0.575,0,0,0,0,2.96585,0.3105,0,0.593055,0,0,0,0,0,0.00575,0.319125,0.25139,1.08008,0.00552,1.06812,0.005405,0,3.73681,3.725195,0.00782,0,0,0,0,0,0,6.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81075,0,0,0,0,0,0,0,0,0,0.81075,0,0,0,0,0,3.5259,0,0,0,6,"Snack"
"28","VVKAJ103_1_3","VVKAJ103",1,3,325.6,246.586,8.08128,17.1249,15.79964,281.61624,0,0,0,11.55016,1.1524,387.358,1.74824,58.7,185.65,478.98,396.108,0.9041,0.458716,7.0416,6,0.096308,0.531386,1.226726,0.117442,63.034,0,63.034,63.034,2.22768,192.92,144.732,578.84,0,0.294,0,1428.174,1.1065,90.6102,7.644,2.607026,0.001764,0.001176,0.010878,0.010584,0.005022,0.019698,1.771086,0.669484,3.703672,0.016864,3.443626,0.061782,0.014112,9.90982,8.111464,1.26416,0,0.00962,0,0,0.001176,2.8476,76.2264,0,2.1777,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0147,0,0,0,0,0,0,0,0.0147,0,0,0,1.05042,1.05042,0,0,15.05112,0.16758,2.22852,0,3,"Lunch"
"29","VVKAJ103_1_4","VVKAJ103",1,4,560.1,758.79,48.65934,45.43404,37.2381,417.91416,0,0,0,25.0137,7.068,192.351,3.14388,67.926,560.433,1081.422,2930.181,5.80554,0.293058,77.8323,62.151,1.38564,0.694416,9.370158,1.00626,107.724,1.71,106.014,109.434,2.09331,191.79,82.77,1019.16,573.78,4.38,8.76,172.38,2.45076,185.664,104.298,10.22655,0.04275,0.02565,0.01368,0.09228,0.07431,0.32643,6.41661,2.96913,14.25759,0.52557,13.59015,0.1095,0.01533,18.62571,16.18962,2.2392,0,0.17718,0,0,0.00219,2.3859,234.2154,0,0,0,0,0,0,2.6214,0,0.0876,0,0.0876,0,0,0,2.5338,0,0.2907,0,0.2907,6.02643,6.00453,0,6.00453,0,0,0,0,0.0219,0,0,0,0.2394,0.2394,0,0,24.09,7.0452,3.3726,0,4,"Dinner"
"30","VVKAJ103_1_5","VVKAJ103",1,5,336,0,0,0,0,335.664,0,0,0,0,0,10.08,0,3.36,0,0,13.44,0.0336,0.0336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"Just a drink"
"31","VVKAJ103_2_1","VVKAJ103",2,1,338.5,671.38,42.2481,51.13635,10.04755,227.13,0,0,0,4.8895,1.6905,304.11,4.61125,50.94,637.8,839.36,1833.11,5.3976,0.562315,78.6595,3.1395,0.49495,1.15709,8.544575,0.572,70.445,0,70.445,70.445,2.193,325.08,325.08,20.64,0,12.9,0,673.38,3.3955,14.5245,590.82,16.677695,0.1806,0.14448,0.10062,0.238165,0.256865,1.05425,10.130475,4.20076,19.958205,0.87751,18.45103,0.253955,0.00258,10.829655,9.29748,0.828,0,0.33024,0.00258,0.0258,0.07998,4.289,421.9505,0,0,0,0,0,0,0.52325,0,0,0,0,0,0,0,0.52325,0,0,0,0,4.9536,2.2704,0,2.2704,0,0,0,0,2.6832,0,0,0,0.7224,0.1548,0,0.5676,11.3872,25.2582,0,0,1,"Breakfast"
"32","VVKAJ103_2_2","VVKAJ103",2,2,100.5,160.8,2.01,14.7333,8.57265,73.59615,0,0,0,0.6633,6.7335,12.06,0.55275,29.145,52.26,487.425,7.035,0.6432,0.19095,0.402,10.05,0.067335,0.13065,1.74669,0.258285,81.405,0,81.405,81.405,0,7.035,0,62.31,24.12,28.14,0,272.355,2.08035,21.105,0,2.13663,0,0,0.001005,0,0,0,2.085375,0.049245,9.847995,0.70149,9.11133,0.025125,0,1.82508,1.68237,0.125625,0,0,0,0,0,0,14.271,0,0,0,0,0,0,0.69345,0,0,0,0,0,0,0,0.69345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2258,0,0,0,6,"Snack"
